<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
12	 5	 0.000000945	 0.044447524	 0.005558866  VM
11	 5	 0.000000997	 0.046905288	 0.005866248  VM
13	 5	 0.000000178	 0.008372163	 0.001047071  VM
========================================================================
002_T7_C5_D18_VM3.txt	 5	 0.014392024714502	 0.069685	 0.000005	 1.070976
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
1	 5	 0.000000137	 0.006445567	 0.000806120  VM
2	 5	 0.000000074	 0.003460614	 0.000432805  VM
9	 1	 0.000001333	 0.543970000	 0.000000000  FX
10	 5	 0.000000294	 0.013816609	 0.001727986  VM
11	 5	 0.000000997	 0.046905288	 0.005866248  VM
12	 5	 0.000000945	 0.044447524	 0.005558866  VM
13	 1	 0.000001058	 0.411930000	 0.000000000  FX
========================================================================
002_T7_C5_D18_VM3.txt	 6	 0.013854554255262	 0.079032	 0.000005	 1.308268
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
2	 5	 0.000000074	 0.003460614	 0.000432805  VM
1	 5	 0.000000137	 0.006445567	 0.000806120  VM
9	 5	 0.000000202	 0.009519108	 0.001190515  VM
10	 1	 0.000001837	 0.785560000	 0.000000000  FX
12	 5	 0.000000945	 0.044447524	 0.005558866  VM
11	 5	 0.000000997	 0.046905288	 0.005866248  VM
13	 1	 0.000001058	 0.411930000	 0.000000000  FX
========================================================================
002_T7_C5_D18_VM3.txt	 7	 0.016629611306682	 0.067707	 0.000003	 0.132967
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
2	 5	 0.000000074	 0.003460614	 0.000432805  VM
1	 5	 0.000000137	 0.006445567	 0.000806120  VM
9	 5	 0.000000202	 0.009519108	 0.001190515  VM
10	 5	 0.000000294	 0.013816609	 0.001727986  VM
12	 5	 0.000000945	 0.044447524	 0.005558866  VM
11	 5	 0.000000997	 0.046905288	 0.005866248  VM
13	 5	 0.000000178	 0.008372163	 0.001047071  VM
========================================================================
002_T7_C5_D18_VM3.txt	 8	 0.015582539812016	 0.074085	 0.000004	 0.536525
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
2	 5	 0.000000074	 0.003460614	 0.000432805  VM
10	 5	 0.000000294	 0.013816609	 0.001727986  VM
1	 5	 0.000000137	 0.006445567	 0.000806120  VM
9	 5	 0.000000202	 0.009519108	 0.001190515  VM
11	 5	 0.000000997	 0.046905288	 0.005866248  VM
12	 5	 0.000000945	 0.044447524	 0.005558866  VM
13	 1	 0.000001058	 0.411930000	 0.000000000  FX
========================================================================
002_T7_C5_D18_VM3.txt	 9	 0.013854554255262	 0.076228	 0.000005	 1.308268
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
2	 5	 0.000000074	 0.003460614	 0.000432805  VM
1	 5	 0.000000137	 0.006445567	 0.000806120  VM
9	 5	 0.000000202	 0.009519108	 0.001190515  VM
10	 1	 0.000001837	 0.785560000	 0.000000000  FX
12	 5	 0.000000945	 0.044447524	 0.005558866  VM
11	 5	 0.000000997	 0.046905288	 0.005866248  VM
13	 1	 0.000001058	 0.411930000	 0.000000000  FX
========================================================================
002_T7_C5_D18_VM3.txt	 10	 0.014776419703522	 0.078161	 0.000005	 1.116389
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
2	 5	 0.000000074	 0.003460614	 0.000432805  VM
10	 5	 0.000000294	 0.013816609	 0.001727986  VM
1	 1	 0.000001421	 0.586310000	 0.000000000  FX
9	 5	 0.000000202	 0.009519108	 0.001190515  VM
12	 5	 0.000000945	 0.044447524	 0.005558866  VM
11	 5	 0.000000997	 0.046905288	 0.005866248  VM
13	 1	 0.000001058	 0.411930000	 0.000000000  FX
========================================================================
