<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
10          1           0.000001837          0.785560000                0.015527427             FX
11          1           0.000005930          2.750632027                0.051390998             FX
12          1           0.000005623          2.602962027                0.048695945             FX
13          1           0.000001058          0.411930000                0.008708488             FX
========================================================================
002_T7_C5_D18_VM3.txt	 7	 0.148576941644728	 0.177741	 0.000018	 7.453888
<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
1           1            0.000001108        0.214443322                0.007850096             VM
2           1            0.000000746        0.144391020                0.005285702             VM
9          1           0.000001333          0.543970000                0.000000000             FX
10          1           0.000001837          0.785560000                0.015527427             FX
12          1           0.000005623          2.602962027                0.048695945             FX
11          1           0.000005930          2.750632027                0.051390998             FX
13          1           0.000001058          0.411930000                0.008708488             FX
========================================================================
002_T7_C5_D18_VM3.txt	 8	 0.148576941644728	 0.178484	 0.000018	 7.453888
<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
1           1            0.000001108        0.214443322                0.007850096             VM
2           1            0.000000746        0.144391020                0.005285702             VM
9          1           0.000001333          0.543970000                0.011118286             FX
10          1           0.000001837          0.785560000                0.000000000             FX
12          1           0.000005623          2.602962027                0.000000000             FX
11          1           0.000005930          2.750632027                0.000000000             FX
13          1           0.000001058          0.411930000                0.008708488             FX
========================================================================
002_T7_C5_D18_VM3.txt	 9	 0.148576941644728	 0.179251	 0.000018	 7.453888
<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
1           1            0.000001108        0.214443322                0.007850096             VM
9          1           0.000001333          0.543970000                0.011118286             FX
2           1            0.000000746        0.144391020                0.005285702             VM
10          1           0.000001837          0.785560000                0.015527427             FX
12          1           0.000005623          2.602962027                0.048695945             FX
11          1           0.000005930          2.750632027                0.051390998             FX
13          1           0.000001058          0.411930000                0.008708488             FX
========================================================================
002_T7_C5_D18_VM3.txt	 10	 0.148576941644728	 0.181159	 0.000018	 7.453888
<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
2           1            0.000000746        0.144391020                0.005285702             VM
10          1           0.000001837          0.785560000                0.015527427             FX
1           1            0.000001108        0.214443322                0.007850096             VM
9          1           0.000001333          0.543970000                0.011118286             FX
11          1           0.000005930          2.750632027                0.051390998             FX
12          1           0.000005623          2.602962027                0.048695945             FX
13          1           0.000001058          0.411930000                0.008708488             FX
========================================================================
