
Max Financial Cost: 0.004261

Max Runtime:        230.525408

                          GRASP-VND            Flexe

Custo Financeiro Melhor:  0.000667           0.001807

Tempo Melhor:             118.087515           118.542273

Custo Normalizado Melhor: 0.494472           0.509720

Custo Normalizado Médio:  0.494489           0.515489

Tempo CPU Médio:          13.765949 	  

===============================================GRASP-VND===================================================

<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
811           2            0.000002631        0.127281581                0.000555394             VM
733           2            0.000002310        0.111780578                0.000487756             VM
1329           2            0.000003013        0.145795390                0.000636180             VM
36           2            0.000002795        0.135261467                0.000590215             VM
1372           2            0.000002770        0.134037203                0.000584873             VM
1327           2            0.000002386        0.115446165                0.000503751             VM
1356           2            0.000002688        0.130063133                0.000567532             VM
1298           2            0.000002811        0.136005028                0.000593459             VM
861           2            0.000002567        0.124212421                0.000542002             VM
1531           1            0.000001317        0.254835840                0.001065633             VM
1577           1            0.000001068        0.206683500                0.000864277             VM
753           2            0.000002493        0.120643719                0.000526430             VM
1631           1            0.000001083        0.209612926                0.000876527             VM
1330           2            0.000002922        0.141361791                0.000616834             VM
1573           1            0.000001110        0.214750362                0.000898010             VM
26           2            0.000002409        0.116561783                0.000508619             VM
1430          5           0.000007114          0.207410000                0.000938207             FX
1499           1            0.000001339        0.259239663                0.001084049             VM
1           1            0.000001334        0.258166237                0.001079560             VM
1638           1            0.000001045        0.202315337                0.000846011             VM
1528           1            0.000001373        0.265695223                0.001111043             VM
1594           1            0.000001081        0.209209496                0.000874840             VM
1516           1            0.000001338        0.258993671                0.001083020             VM
9           2            0.000003006        0.145429048                0.000634581             VM
1437          5           0.000007219          0.210560000                0.000952420             FX
1376          5           0.000008475          0.248260000                0.001122527             FX
1315           2            0.000002832        0.137046000                0.000598002             VM
1557           1            0.000001305        0.252643590                0.001056466             VM
1530           1            0.000001345        0.260366111                0.001088759             VM
1393          5           0.000008238          0.241130000                0.001090356             FX
12063           1            0.000038192        7.391603668                0.030909070             VM
12052           1            0.000038741        7.497788551                0.031353098             VM
12064           1            0.000038330        7.418271780                0.031020587             VM
12057           1            0.000038484        7.448089806                0.031145275             VM
12060           1            0.000038474        7.446077242                0.031136859             VM
12058           1            0.000038479        7.447018290                0.031140795             VM
12055           1            0.000038642        7.478601902                0.031272866             VM
12056           1            0.000038473        7.445877224                0.031136023             VM
12066           1            0.000038242        7.401169002                0.030949069             VM
12065           1            0.000038360        7.424048106                0.031044741             VM
12062           1            0.000038340        7.420129289                0.031028354             VM
12061           1            0.000038460        7.443315488                0.031125311             VM
12053           1            0.000038948        7.537892079                0.031520797             VM
12054           1            0.000038640        7.478201108                0.031271190             VM
12059           1            0.000038431        7.437843759                0.031102430             VM
12067          3           0.000006790          0.790790000                0.003338529             FX


================================================Flexe======================================================

<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
36           2            0.000002795        0.135261467                0.000590215             VM
811           4            0.000020028        0.121138703                0.000734210             VM
9           4            0.000019984        0.120868890                0.000732574             VM
753           3            0.000009480        0.114667639                0.000583776             VM
1356           1            0.000000741        0.143342343                0.000599407             VM
861           4            0.000019414        0.117423539                0.000711692             VM
1298           4            0.000018225        0.110232833                0.000668110             VM
1516           1            0.000001338        0.258993671                0.001083020             VM
1372          3           0.000002217          0.242090000                0.001023675             FX
1329           3            0.000010719        0.129652810                0.000660066             VM
1393          5           0.000008238          0.241130000                0.001090356             FX
1330           1            0.000000881        0.170584418                0.000713324             VM
1631           2            0.000004317        0.208873768                0.000911423             VM
1638           1            0.000001045        0.202315337                0.000846011             VM
1437          5           0.000007219          0.210560000                0.000952420             FX
733           2            0.000002310        0.111780578                0.000487756             VM
1577           2            0.000004254        0.205852028                0.000898237             VM
26           3            0.000009186        0.111119374                0.000565712             VM
1430          4           0.000004487          0.257200000                0.001112569             FX
1315           2            0.000002832        0.137046000                0.000598002             VM
1594           1            0.000001081        0.209209496                0.000874840             VM
1528           1            0.000001373        0.265695223                0.001111043             VM
1327          3           0.000002169          0.236310000                0.000999291             FX
1           2            0.000005258        0.254435757                0.001110233             VM
1530           1            0.000001345        0.260366111                0.001088759             VM
1557          3           0.000002718          0.302200000                0.001277267             FX
1531           1            0.000001317        0.254835840                0.001065633             VM
1573          5           0.000008873          0.260200000                0.001176402             FX
1499           3            0.000021334        0.258050379                0.001313741             VM
1376          4           0.000005361          0.309670000                0.001339060             FX
12058           2            0.000152775        7.392222117                0.032256037             VM
12053           1            0.000038948        7.537892079                0.031520797             VM
12066           1            0.000038242        7.401169002                0.030949069             VM
12061           1            0.000038460        7.443315488                0.031125311             VM
12060           2            0.000152768        7.391868506                0.032254494             VM
12063           2            0.000151907        7.350210118                0.032072717             VM
12052           1            0.000038741        7.497788551                0.031353098             VM
12059           2            0.000152595        7.383519560                0.032218063             VM
12055           1            0.000038642        7.478601902                0.031272866             VM
12054           1            0.000038640        7.478201108                0.031271190             VM
12065           1            0.000038360        7.424048106                0.031044741             VM
12057           2            0.000152775        7.392204094                0.032255958             VM
12064          5           0.000261888          7.850623886                0.035425361             FX
12056           2            0.000152729        7.389990277                0.032246298             VM
12062           2            0.000152496        7.378721763                0.032197128             VM
12067          3           0.000006790          0.790790000                0.003338529             FX


============================================================================================================
