<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
005_T16_C5_D38_VM3.txt	 1	 0.010341353262121	 0.641780	 0.000048	 10.528700
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
752	 5	 0.000000069	 0.003235946	 0.000111969  VM
1317	 5	 0.000000078	 0.003671100	 0.000127026  VM
1372	 5	 0.000000213	 0.010022341	 0.000346788  VM
813	 5	 0.000000079	 0.003715620	 0.000128566  VM
1573	 5	 0.000000148	 0.006967875	 0.000241099  VM
863	 5	 0.000000081	 0.003817759	 0.000132100  VM
732	 2	 0.000001802	 0.384460000	 0.000000000  FX
1320	 2	 0.000001713	 0.363090000	 0.000000000  FX
1521	 2	 0.000001786	 0.380700000	 0.000000000  FX
1518	 5	 0.000000182	 0.008587467	 0.000297139  VM
6745	 2	 0.000017954	 4.260985099	 0.000000000  FX
6748	 5	 0.000001835	 0.086335804	 0.002987350  VM
6749	 2	 0.000016483	 3.907875099	 0.000000000  FX
6746	 5	 0.000001833	 0.086242260	 0.002984113  VM
6747	 5	 0.000001833	 0.086273742	 0.002985203  VM
6750	 1	 0.000002143	 0.932720000	 0.000000000  FX
========================================================================
005_T16_C5_D38_VM3.txt	 2	 0.014085692184259	 0.631110	 0.000029	 5.408888
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
813	 5	 0.000000079	 0.003715620	 0.000128566  VM
1317	 5	 0.000000078	 0.003671100	 0.000127026  VM
752	 5	 0.000000069	 0.003235946	 0.000111969  VM
1518	 5	 0.000000182	 0.008587467	 0.000297139  VM
863	 5	 0.000000081	 0.003817759	 0.000132100  VM
1372	 5	 0.000000213	 0.010022341	 0.000346788  VM
1573	 5	 0.000000148	 0.006967875	 0.000241099  VM
1521	 1	 0.000001405	 0.578260000	 0.000000000  FX
732	 5	 0.000000121	 0.005677355	 0.000196445  VM
1320	 2	 0.000001713	 0.363090000	 0.000000000  FX
6745	 5	 0.000001879	 0.088427354	 0.003059721  VM
6748	 5	 0.000001835	 0.086335804	 0.002987350  VM
6749	 5	 0.000001834	 0.086300904	 0.002986142  VM
6746	 2	 0.000017119	 4.060455099	 0.000000000  FX
6747	 5	 0.000001833	 0.086273742	 0.002985203  VM
6750	 5	 0.000000299	 0.014049780	 0.000486144  VM
========================================================================
005_T16_C5_D38_VM3.txt	 3	 0.012925719823550	 0.648788	 0.000036	 8.732314
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
752	 5	 0.000000069	 0.003235946	 0.000111969  VM
1372	 1	 0.000001400	 0.575850000	 0.000000000  FX
732	 2	 0.000001802	 0.384460000	 0.000000000  FX
1317	 5	 0.000000078	 0.003671100	 0.000127026  VM
1573	 5	 0.000000148	 0.006967875	 0.000241099  VM
863	 5	 0.000000081	 0.003817759	 0.000132100  VM
813	 1	 0.000002846	 1.270210000	 0.000000000  FX
1521	 1	 0.000001405	 0.578260000	 0.000000000  FX
1518	 5	 0.000000182	 0.008587467	 0.000297139  VM
1320	 1	 0.000001678	 0.709380000	 0.000000000  FX
6745	 5	 0.000001879	 0.088427354	 0.003059721  VM
6749	 2	 0.000016483	 3.907875099	 0.000000000  FX
6746	 5	 0.000001833	 0.086242260	 0.002984113  VM
6748	 5	 0.000001835	 0.086335804	 0.002987350  VM
6747	 5	 0.000001833	 0.086273742	 0.002985203  VM
6750	 1	 0.000002143	 0.932720000	 0.000000000  FX
========================================================================
005_T16_C5_D38_VM3.txt	 4	 0.010508425666676	 0.651755	 0.000046	 10.704739
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
813	 5	 0.000000079	 0.003715620	 0.000128566  VM
752	 5	 0.000000069	 0.003235946	 0.000111969  VM
1518	 5	 0.000000182	 0.008587467	 0.000297139  VM
1372	 1	 0.000001400	 0.575850000	 0.000000000  FX
732	 5	 0.000000121	 0.005677355	 0.000196445  VM
1317	 5	 0.000000078	 0.003671100	 0.000127026  VM
1320	 1	 0.000001678	 0.709380000	 0.000000000  FX
1573	 1	 0.000001207	 0.483250000	 0.000000000  FX
863	 5	 0.000000081	 0.003817759	 0.000132100  VM
1521	 1	 0.000001405	 0.578260000	 0.000000000  FX
6747	 5	 0.000001833	 0.086273742	 0.002985203  VM
6745	 5	 0.000001879	 0.088427354	 0.003059721  VM
6748	 2	 0.000017477	 4.146425099	 0.000000000  FX
6749	 2	 0.000016483	 3.907875099	 0.000000000  FX
6746	 5	 0.000001833	 0.086242260	 0.002984113  VM
6750	 5	 0.000000299	 0.014049780	 0.000486144  VM
========================================================================
