<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
39           1            0.000000744        0.143983162                0.005967453             VM
1575           1            0.000000976        0.188852363                0.007827079             VM
29           1            0.000001428        0.276454296                0.011457784             VM
1374          2           0.000002094          0.454600000                0.017072923             FX
11757          1           0.000004773          2.195052494                0.045381162             FX
11756          1           0.000005416          2.503562494                0.051564281             FX
11758          2           0.000001571          0.329060000                0.012741509             FX
========================================================================
002_T7_C5_D16_VM3.txt	 7	 0.152012190405576	 0.160215	 0.000017	 6.091565
<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
39           1            0.000000744        0.143983162                0.005967453             VM
29           1            0.000001428        0.276454296                0.011457784             VM
1575           1            0.000000976        0.188852363                0.007827079             VM
1374          2           0.000002094          0.454600000                0.017072923             FX
11757          1           0.000004773          2.195052494                0.045381162             FX
11756          1           0.000005416          2.503562494                0.051564281             FX
11758          2           0.000001571          0.329060000                0.012741509             FX
========================================================================
002_T7_C5_D16_VM3.txt	 8	 0.152012190405576	 0.160985	 0.000017	 6.091565
<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
39           1            0.000000744        0.143983162                0.005967453             VM
1575           1            0.000000976        0.188852363                0.007827079             VM
29           1            0.000001428        0.276454296                0.011457784             VM
1374          2           0.000002094          0.454600000                0.000000000             FX
11757          1           0.000004773          2.195052494                0.045381162             FX
11756          1           0.000005416          2.503562494                0.000000000             FX
11758          2           0.000001571          0.329060000                0.012741509             FX
========================================================================
002_T7_C5_D16_VM3.txt	 9	 0.152012190405576	 0.162740	 0.000017	 6.091565
<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
39           1            0.000000744        0.143983162                0.005967453             VM
1575           1            0.000000976        0.188852363                0.007827079             VM
29           1            0.000001428        0.276454296                0.011457784             VM
1374          2           0.000002094          0.454600000                0.017072923             FX
11757          1           0.000004773          2.195052494                0.000000000             FX
11756          1           0.000005416          2.503562494                0.051564281             FX
11758          2           0.000001571          0.329060000                0.012741509             FX
========================================================================
002_T7_C5_D16_VM3.txt	 10	 0.152012190405576	 0.167522	 0.000017	 6.091565
<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
39           1            0.000000744        0.143983162                0.005967453             VM
1575           1            0.000000976        0.188852363                0.007827079             VM
29           1            0.000001428        0.276454296                0.011457784             VM
1374          2           0.000002094          0.454600000                0.017072923             FX
11757          1           0.000004773          2.195052494                0.045381162             FX
11756          1           0.000005416          2.503562494                0.051564281             FX
11758          2           0.000001571          0.329060000                0.012741509             FX
========================================================================
