<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
27           1            0.000001425        0.275773278                0.000195990             VM
1495           1            0.000001414        0.273718368                0.000194530             VM
738           1            0.000000648        0.125460891                0.000089164             VM
1354           1            0.000001135        0.219576329                0.000156052             VM
1603           1            0.000001138        0.220184746                0.000156484             VM
1402           1            0.000001788        0.345983613                0.000245888             VM
1419           1            0.000001670        0.323301117                0.000229768             VM
1373           1            0.000000758        0.146632872                0.000104211             VM
828           1            0.000000842        0.163048560                0.000115878             VM
1371           1            0.000000857        0.165877531                0.000117888             VM
1510           1            0.000001390        0.268935728                0.000191131             VM
1392           1            0.000002046        0.395878984                0.000281349             VM
1514           1            0.000001468        0.284063742                0.000201882             VM
37           1            0.000000912        0.176479369                0.000125423             VM
1628           1            0.000001171        0.226562485                0.000161017             VM
1294           1            0.000001003        0.194074389                0.000137927             VM
1400          3           0.000002263          0.247540000                0.000205796             FX
1635           1            0.000001131        0.218980316                0.000155628             VM
1538           1            0.000001428        0.276427835                0.000196456             VM
1378          3           0.000002567          0.283990000                0.000235205             FX
1566           1            0.000001364        0.263919903                0.000187566             VM
1572           1            0.000001400        0.270924626                0.000192544             VM
13015           1            0.000078647        15.220943110                0.010817428             VM
13002           1            0.000078952        15.280093508                0.010859466             VM
13018           1            0.000078276        15.149135075                0.010766394             VM
13014           1            0.000078651        15.221749959                0.010818001             VM
13012           1            0.000078690        15.229252516                0.010823333             VM
13017           1            0.000078692        15.229742118                0.010823681             VM
13009           1            0.000078659        15.223420537                0.010819189             VM
12997           1            0.000080872        15.651711142                0.011123572             VM
12999           1            0.000079006        15.290507475                0.010866867             VM
13023           1            0.000078258        15.145656557                0.010763922             VM
13006           1            0.000078682        15.227798264                0.010822300             VM
13000           1            0.000078994        15.288147835                0.010865190             VM
13013           1            0.000078675        15.226474266                0.010821359             VM
13004           1            0.000078703        15.231823898                0.010825161             VM
13008           1            0.000078675        15.226423422                0.010821323             VM
13005           1            0.000078666        15.224762435                0.010820142             VM
12998           1            0.000079434        15.373329626                0.010925728             VM
13007           1            0.000078611        15.214074768                0.010812547             VM
13003           1            0.000079171        15.322514336                0.010889614             VM
13026           1            0.000078354        15.164230369                0.010777123             VM
13024           1            0.000077927        15.081690569                0.010718462             VM
13011           1            0.000078678        15.227107002                0.010821809             VM
13010           1            0.000078697        15.230606874                0.010824296             VM
13001           1            0.000079055        15.300035307                0.010873638             VM
13020           1            0.000078369        15.167145397                0.010779194             VM
13016           1            0.000078710        15.233171795                0.010826119             VM
13025           1            0.000078247        15.143600512                0.010762461             VM
13019           1            0.000078267        15.147548271                0.010765267             VM
13022           1            0.000078305        15.154737023                0.010770376             VM
13021           1            0.000078264        15.146904508                0.010764809             VM
13027          3           0.000013151          1.554140000                0.001260001             FX
========================================================================
030_T91_C5_D212_VM3.txt	 2	 0.335559767461422	 103.543175	 0.002445	 471.861147
<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
1354           1            0.000001135        0.219576329                0.000156052             VM
1364           1            0.000001178        0.228054837                0.000162077             VM
1365           1            0.000000706        0.136561510                0.000097053             VM
27           1            0.000001425        0.275773278                0.000195990             VM
1625           1            0.000000907        0.175530014                0.000124748             VM
864           1            0.000000844        0.163385983                0.000116117             VM
817           1            0.000001109        0.214713141                0.000152595             VM
814           1            0.000000844        0.163327694                0.000116076             VM
1337           1            0.000000729        0.141100955                0.000100280             VM
1302           1            0.000000907        0.175546230                0.000124760             VM
1434           1            0.000001406        0.272090928                0.000193373             VM
1601           1            0.000001117        0.216114443                0.000153591             VM
820           1            0.000000850        0.164589443                0.000116973             VM
878           1            0.000000791        0.153069580                0.000108786             VM
1371           1            0.000000857        0.165877531                0.000117888             VM
1314           1            0.000000746        0.144463053                0.000102669             VM
1323           1            0.000001014        0.196307954                0.000139515             VM
1620           1            0.000001110        0.214883039                0.000152716             VM
39           1            0.000000913        0.176698368                0.000125578             VM
29           1            0.000000750        0.145248332                0.000103227             VM
1628           1            0.000001171        0.226562485                0.000161017             VM
1378          3           0.000002567          0.283990000                0.000235205             FX
1373           1            0.000000758        0.146632872                0.000104211             VM
1635           1            0.000001131        0.218980316                0.000155628             VM
828           1            0.000000842        0.163048560                0.000115878             VM
1503           1            0.000001490        0.288426770                0.000204983             VM
758           1            0.000000794        0.153599454                0.000109162             VM
1514           1            0.000001468        0.284063742                0.000201882             VM
1326           1            0.000000832        0.161070743                0.000114472             VM
1333           1            0.000001103        0.213448476                0.000151696             VM
1309           1            0.000000956        0.185064403                0.000131524             VM
1313           1            0.000000687        0.132891362                0.000094445             VM
1424          3           0.000001904          0.204520000                0.000171086             FX
1566           1            0.000001364        0.263919903                0.000187566             VM
1555           1            0.000001422        0.275190334                0.000195576             VM
1593           1            0.000001100        0.212914197                0.000151317             VM
37           1            0.000000912        0.176479369                0.000125423             VM
1510           1            0.000001390        0.268935728                0.000191131             VM
867           1            0.000000830        0.160664730                0.000114183             VM
1574           1            0.000001098        0.212448341                0.000150986             VM
1294           1            0.000001003        0.194074389                0.000137927             VM
1538           1            0.000001428        0.276427835                0.000196456             VM
819           1            0.000001016        0.196643567                0.000139753             VM
1579           1            0.000001153        0.223146192                0.000158589             VM
1400          2           0.000001521          0.317030000                0.000221755             FX
1603           1            0.000001138        0.220184746                0.000156484             VM
869           1            0.000001145        0.221683566                0.000157549             VM
1524           1            0.000001439        0.278530246                0.000197950             VM
870           1            0.000000800        0.154849380                0.000110050             VM
1565           1            0.000001449        0.280404309                0.000199282             VM
738           1            0.000000648        0.125460891                0.000089164             VM
1515           1            0.000001509        0.291957683                0.000207492             VM
1495           1            0.000001414        0.273718368                0.000194530             VM
1572           1            0.000001400        0.270924626                0.000192544             VM
1402           1            0.000001788        0.345983613                0.000245888             VM
1534           1            0.000001459        0.282342780                0.000200659             VM
1392           1            0.000002046        0.395878984                0.000281349             VM
1527           1            0.000001816        0.351472247                0.000249789             VM
1427           1            0.000001720        0.332889886                0.000236583             VM
1419           1            0.000001670        0.323301117                0.000229768             VM
13022           1            0.000078305        15.154737023                0.010770376             VM
13007           1            0.000078611        15.214074768                0.010812547             VM
13000           1            0.000078994        15.288147835                0.010865190             VM
13005           1            0.000078666        15.224762435                0.010820142             VM
13006           1            0.000078682        15.227798264                0.010822300             VM
12999           1            0.000079006        15.290507475                0.010866867             VM
13020           1            0.000078369        15.167145397                0.010779194             VM
13018           1            0.000078276        15.149135075                0.010766394             VM
13023           1            0.000078258        15.145656557                0.010763922             VM
13021           1            0.000078264        15.146904508                0.010764809             VM
13011           1            0.000078678        15.227107002                0.010821809             VM
13026           1            0.000078354        15.164230369                0.010777123             VM
12997           1            0.000080872        15.651711142                0.011123572             VM
13024           1            0.000077927        15.081690569                0.010718462             VM
13019           1            0.000078267        15.147548271                0.010765267             VM
13013           1            0.000078675        15.226474266                0.010821359             VM
13015           1            0.000078647        15.220943110                0.010817428             VM
13014           1            0.000078651        15.221749959                0.010818001             VM
13025           1            0.000078247        15.143600512                0.010762461             VM
13003           1            0.000079171        15.322514336                0.010889614             VM
13002           1            0.000078952        15.280093508                0.010859466             VM
13016           1            0.000078710        15.233171795                0.010826119             VM
13012           1            0.000078690        15.229252516                0.010823333             VM
13009           1            0.000078659        15.223420537                0.010819189             VM
13017           1            0.000078692        15.229742118                0.010823681             VM
13010           1            0.000078697        15.230606874                0.010824296             VM
13008           1            0.000078675        15.226423422                0.010821323             VM
13001           1            0.000079055        15.300035307                0.010873638             VM
13004           1            0.000078703        15.231823898                0.010825161             VM
12998           1            0.000079434        15.373329626                0.010925728             VM
13027          3           0.000013151          1.554140000                0.001260001             FX
========================================================================
030_T91_C5_D212_VM3.txt	 3	 0.335559767461422	 101.740094	 0.002445	 471.861147
<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
1365           1            0.000000706        0.136561510                0.000097053             VM
817           1            0.000001109        0.214713141                0.000152595             VM
29           1            0.000000750        0.145248332                0.000103227             VM
1371           1            0.000000857        0.165877531                0.000117888             VM
864           1            0.000000844        0.163385983                0.000116117             VM
1302           1            0.000000907        0.175546230                0.000124760             VM
1294           1            0.000001003        0.194074389                0.000137927             VM
870           1            0.000000800        0.154849380                0.000110050             VM
1333           1            0.000001103        0.213448476                0.000151696             VM
1628           1            0.000001171        0.226562485                0.000161017             VM
819           1            0.000001016        0.196643567                0.000139753             VM
1495           1            0.000001414        0.273718368                0.000194530             VM
1314           1            0.000000746        0.144463053                0.000102669             VM
820           1            0.000000850        0.164589443                0.000116973             VM
27           1            0.000001425        0.275773278                0.000195990             VM
39           1            0.000000913        0.176698368                0.000125578             VM
867           1            0.000000830        0.160664730                0.000114183             VM
1515           1            0.000001509        0.291957683                0.000207492             VM
1326           1            0.000000832        0.161070743                0.000114472             VM
878           1            0.000000791        0.153069580                0.000108786             VM
1538           1            0.000001428        0.276427835                0.000196456             VM
1527           1            0.000001816        0.351472247                0.000249789             VM
1309           1            0.000000956        0.185064403                0.000131524             VM
1364           1            0.000001178        0.228054837                0.000162077             VM
738           1            0.000000648        0.125460891                0.000089164             VM
1434           1            0.000001406        0.272090928                0.000193373             VM
1419           1            0.000001670        0.323301117                0.000229768             VM
1313           1            0.000000687        0.132891362                0.000094445             VM
1572           1            0.000001400        0.270924626                0.000192544             VM
1555           1            0.000001422        0.275190334                0.000195576             VM
1514           1            0.000001468        0.284063742                0.000201882             VM
1625           1            0.000000907        0.175530014                0.000124748             VM
1593           1            0.000001100        0.212914197                0.000151317             VM
1566           1            0.000001364        0.263919903                0.000187566             VM
37           1            0.000000912        0.176479369                0.000125423             VM
1620           1            0.000001110        0.214883039                0.000152716             VM
869           1            0.000001145        0.221683566                0.000157549             VM
758           1            0.000000794        0.153599454                0.000109162             VM
1373           1            0.000000758        0.146632872                0.000104211             VM
1378          3           0.000002567          0.283990000                0.000235205             FX
1565           1            0.000001449        0.280404309                0.000199282             VM
1534           1            0.000001459        0.282342780                0.000200659             VM
1400          2           0.000001521          0.317030000                0.000221755             FX
1323           1            0.000001014        0.196307954                0.000139515             VM
1635           1            0.000001131        0.218980316                0.000155628             VM
1524           1            0.000001439        0.278530246                0.000197950             VM
1503           1            0.000001490        0.288426770                0.000204983             VM
1354           1            0.000001135        0.219576329                0.000156052             VM
1424          3           0.000001904          0.204520000                0.000171086             FX
1579           1            0.000001153        0.223146192                0.000158589             VM
1574           1            0.000001098        0.212448341                0.000150986             VM
828           1            0.000000842        0.163048560                0.000115878             VM
1510           1            0.000001390        0.268935728                0.000191131             VM
1402           1            0.000001788        0.345983613                0.000245888             VM
1603           1            0.000001138        0.220184746                0.000156484             VM
1337           1            0.000000729        0.141100955                0.000100280             VM
1601           1            0.000001117        0.216114443                0.000153591             VM
814           1            0.000000844        0.163327694                0.000116076             VM
1427           1            0.000001720        0.332889886                0.000236583             VM
1392           1            0.000002046        0.395878984                0.000281349             VM
13009           1            0.000078659        15.223420537                0.010819189             VM
13007           1            0.000078611        15.214074768                0.010812547             VM
13010           1            0.000078697        15.230606874                0.010824296             VM
13026           1            0.000078354        15.164230369                0.010777123             VM
13013           1            0.000078675        15.226474266                0.010821359             VM
13015           1            0.000078647        15.220943110                0.010817428             VM
13008           1            0.000078675        15.226423422                0.010821323             VM
12999           1            0.000079006        15.290507475                0.010866867             VM
13002           1            0.000078952        15.280093508                0.010859466             VM
13005           1            0.000078666        15.224762435                0.010820142             VM
13017           1            0.000078692        15.229742118                0.010823681             VM
13020           1            0.000078369        15.167145397                0.010779194             VM
13024           1            0.000077927        15.081690569                0.010718462             VM
13003           1            0.000079171        15.322514336                0.010889614             VM
13023           1            0.000078258        15.145656557                0.010763922             VM
13014           1            0.000078651        15.221749959                0.010818001             VM
13012           1            0.000078690        15.229252516                0.010823333             VM
13021           1            0.000078264        15.146904508                0.010764809             VM
13006           1            0.000078682        15.227798264                0.010822300             VM
13016           1            0.000078710        15.233171795                0.010826119             VM
13025           1            0.000078247        15.143600512                0.010762461             VM
12998           1            0.000079434        15.373329626                0.010925728             VM
13000           1            0.000078994        15.288147835                0.010865190             VM
13018           1            0.000078276        15.149135075                0.010766394             VM
13011           1            0.000078678        15.227107002                0.010821809             VM
13004           1            0.000078703        15.231823898                0.010825161             VM
13019           1            0.000078267        15.147548271                0.010765267             VM
12997           1            0.000080872        15.651711142                0.011123572             VM
13001           1            0.000079055        15.300035307                0.010873638             VM
13022           1            0.000078305        15.154737023                0.010770376             VM
13027          3           0.000013151          1.554140000                0.001260001             FX
========================================================================
030_T91_C5_D212_VM3.txt	 4	 0.335543808191103	 102.061452	 0.002446	 471.791657
<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
1313           1            0.000000687        0.132891362                0.000094445             VM
1314           1            0.000000746        0.144463053                0.000102669             VM
1371           1            0.000000857        0.165877531                0.000117888             VM
1365           1            0.000000706        0.136561510                0.000097053             VM
814           1            0.000000844        0.163327694                0.000116076             VM
1309           1            0.000000956        0.185064403                0.000131524             VM
758           1            0.000000794        0.153599454                0.000109162             VM
1424          3           0.000001904          0.204520000                0.000171086             FX
1364           1            0.000001178        0.228054837                0.000162077             VM
1565           1            0.000001449        0.280404309                0.000199282             VM
867           1            0.000000830        0.160664730                0.000114183             VM
820           1            0.000000850        0.164589443                0.000116973             VM
39           1            0.000000913        0.176698368                0.000125578             VM
1333           1            0.000001103        0.213448476                0.000151696             VM
1302           1            0.000000907        0.175546230                0.000124760             VM
1326           1            0.000000832        0.161070743                0.000114472             VM
878           1            0.000000791        0.153069580                0.000108786             VM
870           1            0.000000800        0.154849380                0.000110050             VM
869           1            0.000001145        0.221683566                0.000157549             VM
1620           1            0.000001110        0.214883039                0.000152716             VM
819           1            0.000001016        0.196643567                0.000139753             VM
738           1            0.000000648        0.125460891                0.000089164             VM
1495           1            0.000001414        0.273718368                0.000194530             VM
864           1            0.000000844        0.163385983                0.000116117             VM
37           1            0.000000912        0.176479369                0.000125423             VM
817           1            0.000001109        0.214713141                0.000152595             VM
1625           1            0.000000907        0.175530014                0.000124748             VM
1427           1            0.000001720        0.332889886                0.000236583             VM
1524           1            0.000001439        0.278530246                0.000197950             VM
1566           1            0.000001364        0.263919903                0.000187566             VM
27           1            0.000001425        0.275773278                0.000195990             VM
1555           1            0.000001422        0.275190334                0.000195576             VM
1354           1            0.000001135        0.219576329                0.000156052             VM
1434           1            0.000001406        0.272090928                0.000193373             VM
1515           1            0.000001509        0.291957683                0.000207492             VM
1628           1            0.000001171        0.226562485                0.000161017             VM
1503           1            0.000001490        0.288426770                0.000204983             VM
1593           1            0.000001100        0.212914197                0.000151317             VM
1572           1            0.000001400        0.270924626                0.000192544             VM
1579           1            0.000001153        0.223146192                0.000158589             VM
1514           1            0.000001468        0.284063742                0.000201882             VM
1378          3           0.000002567          0.283990000                0.000235205             FX
1527           1            0.000001816        0.351472247                0.000249789             VM
1534           1            0.000001459        0.282342780                0.000200659             VM
1400          3           0.000002263          0.247540000                0.000205796             FX
1603           1            0.000001138        0.220184746                0.000156484             VM
29           1            0.000000750        0.145248332                0.000103227             VM
1373           1            0.000000758        0.146632872                0.000104211             VM
828           1            0.000000842        0.163048560                0.000115878             VM
1294           1            0.000001003        0.194074389                0.000137927             VM
1510           1            0.000001390        0.268935728                0.000191131             VM
1419           1            0.000001670        0.323301117                0.000229768             VM
1402           1            0.000001788        0.345983613                0.000245888             VM
1635           1            0.000001131        0.218980316                0.000155628             VM
1538           1            0.000001428        0.276427835                0.000196456             VM
1323           1            0.000001014        0.196307954                0.000139515             VM
1574           1            0.000001098        0.212448341                0.000150986             VM
1392           1            0.000002046        0.395878984                0.000281349             VM
1337           1            0.000000729        0.141100955                0.000100280             VM
1601           1            0.000001117        0.216114443                0.000153591             VM
13025           1            0.000078247        15.143600512                0.010762461             VM
13026           1            0.000078354        15.164230369                0.010777123             VM
13000           1            0.000078994        15.288147835                0.010865190             VM
13019           1            0.000078267        15.147548271                0.010765267             VM
13005           1            0.000078666        15.224762435                0.010820142             VM
13011           1            0.000078678        15.227107002                0.010821809             VM
13006           1            0.000078682        15.227798264                0.010822300             VM
13021           1            0.000078264        15.146904508                0.010764809             VM
12998           1            0.000079434        15.373329626                0.010925728             VM
13016           1            0.000078710        15.233171795                0.010826119             VM
13001           1            0.000079055        15.300035307                0.010873638             VM
13020           1            0.000078369        15.167145397                0.010779194             VM
13014           1            0.000078651        15.221749959                0.010818001             VM
12999           1            0.000079006        15.290507475                0.010866867             VM
13004           1            0.000078703        15.231823898                0.010825161             VM
13022           1            0.000078305        15.154737023                0.010770376             VM
13013           1            0.000078675        15.226474266                0.010821359             VM
13024           1            0.000077927        15.081690569                0.010718462             VM
13015           1            0.000078647        15.220943110                0.010817428             VM
13010           1            0.000078697        15.230606874                0.010824296             VM
13012           1            0.000078690        15.229252516                0.010823333             VM
13023           1            0.000078258        15.145656557                0.010763922             VM
13003           1            0.000079171        15.322514336                0.010889614             VM
13009           1            0.000078659        15.223420537                0.010819189             VM
12997           1            0.000080872        15.651711142                0.011123572             VM
13008           1            0.000078675        15.226423422                0.010821323             VM
13002           1            0.000078952        15.280093508                0.010859466             VM
13017           1            0.000078692        15.229742118                0.010823681             VM
13018           1            0.000078276        15.149135075                0.010766394             VM
13007           1            0.000078611        15.214074768                0.010812547             VM
13027          3           0.000013151          1.554140000                0.001260001             FX
========================================================================
030_T91_C5_D212_VM3.txt	 5	 0.335559767461422	 102.096136	 0.002445	 471.861147
<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
738           1            0.000000648        0.125460891                0.000089164             VM
1333           1            0.000001103        0.213448476                0.000151696             VM
1371           1            0.000000857        0.165877531                0.000117888             VM
1365           1            0.000000706        0.136561510                0.000097053             VM
1313           1            0.000000687        0.132891362                0.000094445             VM
828           1            0.000000842        0.163048560                0.000115878             VM
817           1            0.000001109        0.214713141                0.000152595             VM
1309           1            0.000000956        0.185064403                0.000131524             VM
1323           1            0.000001014        0.196307954                0.000139515             VM
820           1            0.000000850        0.164589443                0.000116973             VM
1434           1            0.000001406        0.272090928                0.000193373             VM
1510           1            0.000001390        0.268935728                0.000191131             VM
1294           1            0.000001003        0.194074389                0.000137927             VM
1574           1            0.000001098        0.212448341                0.000150986             VM
1628           1            0.000001171        0.226562485                0.000161017             VM
758           1            0.000000794        0.153599454                0.000109162             VM
37           1            0.000000912        0.176479369                0.000125423             VM
1373           1            0.000000758        0.146632872                0.000104211             VM
27           1            0.000001425        0.275773278                0.000195990             VM
1625           1            0.000000907        0.175530014                0.000124748             VM
814           1            0.000000844        0.163327694                0.000116076             VM
1593           1            0.000001100        0.212914197                0.000151317             VM
1302           1            0.000000907        0.175546230                0.000124760             VM
1400          2           0.000001521          0.317030000                0.000221755             FX
867           1            0.000000830        0.160664730                0.000114183             VM
1555           1            0.000001422        0.275190334                0.000195576             VM
1538           1            0.000001428        0.276427835                0.000196456             VM
864           1            0.000000844        0.163385983                0.000116117             VM
1326           1            0.000000832        0.161070743                0.000114472             VM
1378          3           0.000002567          0.283990000                0.000235205             FX
1427           1            0.000001720        0.332889886                0.000236583             VM
878           1            0.000000791        0.153069580                0.000108786             VM
869           1            0.000001145        0.221683566                0.000157549             VM
1424          3           0.000001904          0.204520000                0.000171086             FX
1565           1            0.000001449        0.280404309                0.000199282             VM
1566           1            0.000001364        0.263919903                0.000187566             VM
1635           1            0.000001131        0.218980316                0.000155628             VM
1314           1            0.000000746        0.144463053                0.000102669             VM
1514           1            0.000001468        0.284063742                0.000201882             VM
39           1            0.000000913        0.176698368                0.000125578             VM
1572           1            0.000001400        0.270924626                0.000192544             VM
1515           1            0.000001509        0.291957683                0.000207492             VM
819           1            0.000001016        0.196643567                0.000139753             VM
1503           1            0.000001490        0.288426770                0.000204983             VM
1354           1            0.000001135        0.219576329                0.000156052             VM
1579           1            0.000001153        0.223146192                0.000158589             VM
1603           1            0.000001138        0.220184746                0.000156484             VM
29           1            0.000000750        0.145248332                0.000103227             VM
1402           1            0.000001788        0.345983613                0.000245888             VM
1364           1            0.000001178        0.228054837                0.000162077             VM
1620           1            0.000001110        0.214883039                0.000152716             VM
1524           1            0.000001439        0.278530246                0.000197950             VM
870           1            0.000000800        0.154849380                0.000110050             VM
1534           1            0.000001459        0.282342780                0.000200659             VM
1527           1            0.000001816        0.351472247                0.000249789             VM
1337           1            0.000000729        0.141100955                0.000100280             VM
1419           1            0.000001670        0.323301117                0.000229768             VM
1495           1            0.000001414        0.273718368                0.000194530             VM
1601           1            0.000001117        0.216114443                0.000153591             VM
1392           1            0.000002046        0.395878984                0.000281349             VM
13014           1            0.000078651        15.221749959                0.010818001             VM
13004           1            0.000078703        15.231823898                0.010825161             VM
13016           1            0.000078710        15.233171795                0.010826119             VM
13017           1            0.000078692        15.229742118                0.010823681             VM
13018           1            0.000078276        15.149135075                0.010766394             VM
13026           1            0.000078354        15.164230369                0.010777123             VM
13025           1            0.000078247        15.143600512                0.010762461             VM
13020           1            0.000078369        15.167145397                0.010779194             VM
13002           1            0.000078952        15.280093508                0.010859466             VM
13022           1            0.000078305        15.154737023                0.010770376             VM
13008           1            0.000078675        15.226423422                0.010821323             VM
13024           1            0.000077927        15.081690569                0.010718462             VM
13023           1            0.000078258        15.145656557                0.010763922             VM
13012           1            0.000078690        15.229252516                0.010823333             VM
13015           1            0.000078647        15.220943110                0.010817428             VM
13019           1            0.000078267        15.147548271                0.010765267             VM
13000           1            0.000078994        15.288147835                0.010865190             VM
12998           1            0.000079434        15.373329626                0.010925728             VM
13003           1            0.000079171        15.322514336                0.010889614             VM
12997           1            0.000080872        15.651711142                0.011123572             VM
13013           1            0.000078675        15.226474266                0.010821359             VM
13010           1            0.000078697        15.230606874                0.010824296             VM
13009           1            0.000078659        15.223420537                0.010819189             VM
13007           1            0.000078611        15.214074768                0.010812547             VM
13021           1            0.000078264        15.146904508                0.010764809             VM
13006           1            0.000078682        15.227798264                0.010822300             VM
12999           1            0.000079006        15.290507475                0.010866867             VM
13011           1            0.000078678        15.227107002                0.010821809             VM
13001           1            0.000079055        15.300035307                0.010873638             VM
13005           1            0.000078666        15.224762435                0.010820142             VM
13027          3           0.000013151          1.554140000                0.001260001             FX
========================================================================
030_T91_C5_D212_VM3.txt	 6	 0.335559767461422	 102.528222	 0.002445	 471.861147
<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
867           1            0.000000830        0.160664730                0.000114183             VM
1365           1            0.000000706        0.136561510                0.000097053             VM
1323           1            0.000001014        0.196307954                0.000139515             VM
1326           1            0.000000832        0.161070743                0.000114472             VM
1371           1            0.000000857        0.165877531                0.000117888             VM
870           1            0.000000800        0.154849380                0.000110050             VM
878           1            0.000000791        0.153069580                0.000108786             VM
820           1            0.000000850        0.164589443                0.000116973             VM
1628           1            0.000001171        0.226562485                0.000161017             VM
817           1            0.000001109        0.214713141                0.000152595             VM
819           1            0.000001016        0.196643567                0.000139753             VM
1534           1            0.000001459        0.282342780                0.000200659             VM
1574           1            0.000001098        0.212448341                0.000150986             VM
758           1            0.000000794        0.153599454                0.000109162             VM
1515           1            0.000001509        0.291957683                0.000207492             VM
1313           1            0.000000687        0.132891362                0.000094445             VM
1302           1            0.000000907        0.175546230                0.000124760             VM
1424          3           0.000001904          0.204520000                0.000171086             FX
738           1            0.000000648        0.125460891                0.000089164             VM
1555           1            0.000001422        0.275190334                0.000195576             VM
1495           1            0.000001414        0.273718368                0.000194530             VM
1337           1            0.000000729        0.141100955                0.000100280             VM
1314           1            0.000000746        0.144463053                0.000102669             VM
1503           1            0.000001490        0.288426770                0.000204983             VM
1309           1            0.000000956        0.185064403                0.000131524             VM
1572           1            0.000001400        0.270924626                0.000192544             VM
869           1            0.000001145        0.221683566                0.000157549             VM
1601           1            0.000001117        0.216114443                0.000153591             VM
39           1            0.000000913        0.176698368                0.000125578             VM
1364           1            0.000001178        0.228054837                0.000162077             VM
29           1            0.000000750        0.145248332                0.000103227             VM
1434           1            0.000001406        0.272090928                0.000193373             VM
1527           1            0.000001816        0.351472247                0.000249789             VM
1333           1            0.000001103        0.213448476                0.000151696             VM
37           1            0.000000912        0.176479369                0.000125423             VM
1524           1            0.000001439        0.278530246                0.000197950             VM
1625           1            0.000000907        0.175530014                0.000124748             VM
1579           1            0.000001153        0.223146192                0.000158589             VM
1419           1            0.000001670        0.323301117                0.000229768             VM
1565           1            0.000001449        0.280404309                0.000199282             VM
1373           1            0.000000758        0.146632872                0.000104211             VM
1635           1            0.000001131        0.218980316                0.000155628             VM
864           1            0.000000844        0.163385983                0.000116117             VM
1400          2           0.000001521          0.317030000                0.000221755             FX
1514           1            0.000001468        0.284063742                0.000201882             VM
1620           1            0.000001110        0.214883039                0.000152716             VM
1566           1            0.000001364        0.263919903                0.000187566             VM
828           1            0.000000842        0.163048560                0.000115878             VM
1402           1            0.000001788        0.345983613                0.000245888             VM
27           1            0.000001425        0.275773278                0.000195990             VM
1378          3           0.000002567          0.283990000                0.000235205             FX
1510           1            0.000001390        0.268935728                0.000191131             VM
1593           1            0.000001100        0.212914197                0.000151317             VM
814           1            0.000000844        0.163327694                0.000116076             VM
1427           1            0.000001720        0.332889886                0.000236583             VM
1354           1            0.000001135        0.219576329                0.000156052             VM
1294           1            0.000001003        0.194074389                0.000137927             VM
1603           1            0.000001138        0.220184746                0.000156484             VM
