<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
002_T7_C5_D14_VM3.txt	 5	 0.013060352721615	 0.072595	 0.000005	 1.296792
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
1295	 5	 0.000000157	 0.007403735	 0.001154409  VM
1415	 5	 0.000000069	 0.003248233	 0.000506473  VM
1496	 5	 0.000000268	 0.012596091	 0.001964014  VM
1616	 1	 0.000001326	 0.540620000	 0.000000000  FX
6704	 5	 0.000000679	 0.031956973	 0.004982810  VM
6705	 5	 0.000000607	 0.028556804	 0.004452647  VM
6706	 1	 0.000001601	 0.672410000	 0.000000000  FX
========================================================================
002_T7_C5_D14_VM3.txt	 6	 0.013646433220009	 0.070600	 0.000004	 1.026271
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
1415	 5	 0.000000069	 0.003248233	 0.000506473  VM
1616	 5	 0.000000144	 0.006756878	 0.001053549  VM
1295	 5	 0.000000157	 0.007403735	 0.001154409  VM
1496	 1	 0.000002156	 0.938750000	 0.000000000  FX
6705	 5	 0.000000607	 0.028556804	 0.004452647  VM
6704	 5	 0.000000679	 0.031956973	 0.004982810  VM
6706	 5	 0.000000204	 0.009598007	 0.001496545  VM
========================================================================
002_T7_C5_D14_VM3.txt	 7	 0.014113901873358	 0.067860	 0.000004	 0.762929
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
1415	 5	 0.000000069	 0.003248233	 0.000506473  VM
1616	 5	 0.000000144	 0.006756878	 0.001053549  VM
1295	 5	 0.000000157	 0.007403735	 0.001154409  VM
1496	 5	 0.000000268	 0.012596091	 0.001964014  VM
6705	 5	 0.000000607	 0.028556804	 0.004452647  VM
6704	 5	 0.000000679	 0.031956973	 0.004982810  VM
6706	 1	 0.000001601	 0.672410000	 0.000000000  FX
========================================================================
002_T7_C5_D14_VM3.txt	 8	 0.012149888169805	 0.073060	 0.000005	 1.689083
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
1295	 5	 0.000000157	 0.007403735	 0.001154409  VM
1415	 5	 0.000000069	 0.003248233	 0.000506473  VM
1616	 5	 0.000000144	 0.006756878	 0.001053549  VM
1496	 1	 0.000002156	 0.938750000	 0.000000000  FX
6704	 5	 0.000000679	 0.031956973	 0.004982810  VM
6705	 5	 0.000000607	 0.028556804	 0.004452647  VM
6706	 1	 0.000001601	 0.672410000	 0.000000000  FX
========================================================================
002_T7_C5_D14_VM3.txt	 9	 0.012149888169805	 0.073150	 0.000005	 1.689083
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
1415	 5	 0.000000069	 0.003248233	 0.000506473  VM
1616	 5	 0.000000144	 0.006756878	 0.001053549  VM
1295	 5	 0.000000157	 0.007403735	 0.001154409  VM
1496	 1	 0.000002156	 0.938750000	 0.000000000  FX
6705	 5	 0.000000607	 0.028556804	 0.004452647  VM
6704	 5	 0.000000679	 0.031956973	 0.004982810  VM
6706	 1	 0.000001601	 0.672410000	 0.000000000  FX
========================================================================
002_T7_C5_D14_VM3.txt	 10	 0.013060352721615	 0.073304	 0.000005	 1.296792
<task_id>	 <FX/VM id>	 <Custo_fin>	 <Tempo_workflow>	 <Custo_normalizado>
1295	 5	 0.000000157	 0.007403735	 0.001154409  VM
1415	 5	 0.000000069	 0.003248233	 0.000506473  VM
1616	 1	 0.000001326	 0.540620000	 0.000000000  FX
1496	 5	 0.000000268	 0.012596091	 0.001964014  VM
6704	 5	 0.000000679	 0.031956973	 0.004982810  VM
6705	 5	 0.000000607	 0.028556804	 0.004452647  VM
6706	 1	 0.000001601	 0.672410000	 0.000000000  FX
========================================================================
