<Instância> 	 <Semente> 	 <Melhor_Custo> 	 <Tempo_CPU>	 <Custo_Financeiro> 	 <Tempo_Workflow>
1555           1            0.000001216        0.235310731                0.001350764             VM
1618           1            0.000000986        0.190753343                0.001094990             VM
1560           1            0.000001232        0.238423703                0.001368634             VM
1493           1            0.000001249        0.241721182                0.001387563             VM
1354           1            0.000000781        0.151142099                0.000867608             VM
1570           1            0.000001222        0.236450984                0.001357310             VM
1492           1            0.000001148        0.222177260                0.001275374             VM
11893           1            0.000026088        5.048958272                0.028982755             VM
11894           1            0.000025983        5.028658130                0.028866225             VM
11896           1            0.000025983        5.028575132                0.028865749             VM
11895           1            0.000026033        5.038332277                0.028921758             VM
11892           1            0.000026210        5.072514646                0.029117976             VM
11890           1            0.000026225        5.075507754                0.029135158             VM
11889           1            0.000026069        5.045251842                0.028961479             VM
11887           1            0.000026703        5.168033136                0.029666285             VM
11891           1            0.000026095        5.050226438                0.028990035             VM
11888           1            0.000026139        5.058864316                0.029039619             VM
11897          3           0.000004715          0.541740000                0.003587488             FX
========================================================================
010_T31_C5_D71_VM3.txt	 3	 0.316716362072465	 7.879242	 0.000290	 54.924041
<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
1359           1            0.000000617        0.119349229                0.000685106             VM
814           1            0.000000939        0.181744141                0.001043274             VM
1292           1            0.000000615        0.118932040                0.000682711             VM
731           1            0.000001231        0.238258712                0.001367687             VM
1560           1            0.000001232        0.238423703                0.001368634             VM
864           1            0.000000721        0.139465123                0.000800578             VM
1369           1            0.000000772        0.149330825                0.000857210             VM
1411          4           0.000004108          0.234470000                0.002068328             FX
1612           1            0.000000954        0.184676697                0.001060108             VM
1381           1            0.000000717        0.138765401                0.000796561             VM
1618           1            0.000000986        0.190753343                0.001094990             VM
1354           1            0.000000781        0.151142099                0.000867608             VM
1582           1            0.000000912        0.176571943                0.001013584             VM
1492           1            0.000001148        0.222177260                0.001275374             VM
1570           1            0.000001222        0.236450984                0.001357310             VM
1291           1            0.000000871        0.168543293                0.000967496             VM
1555           1            0.000001216        0.235310731                0.001350764             VM
1493           1            0.000001249        0.241721182                0.001387563             VM
751           1            0.000000873        0.168922605                0.000969674             VM
1417          3           0.000002136          0.232370000                0.001567278             FX
11892           1            0.000026210        5.072514646                0.029117976             VM
11894           1            0.000025983        5.028658130                0.028866225             VM
11890           1            0.000026225        5.075507754                0.029135158             VM
11896           1            0.000025983        5.028575132                0.028865749             VM
11889           1            0.000026069        5.045251842                0.028961479             VM
11888           1            0.000026139        5.058864316                0.029039619             VM
11887           1            0.000026703        5.168033136                0.029666285             VM
11893           1            0.000026088        5.048958272                0.028982755             VM
11895           1            0.000026033        5.038332277                0.028921758             VM
11891           1            0.000026095        5.050226438                0.028990035             VM
11897          3           0.000004715          0.541740000                0.003587488             FX
========================================================================
010_T31_C5_D71_VM3.txt	 4	 0.316716362072465	 7.964566	 0.000290	 54.924041
<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
1359           1            0.000000617        0.119349229                0.000685106             VM
1292           1            0.000000615        0.118932040                0.000682711             VM
1582           1            0.000000912        0.176571943                0.001013584             VM
731           1            0.000001231        0.238258712                0.001367687             VM
1411          4           0.000004108          0.234470000                0.002068328             FX
751           1            0.000000873        0.168922605                0.000969674             VM
1291           1            0.000000871        0.168543293                0.000967496             VM
814           1            0.000000939        0.181744141                0.001043274             VM
1381           1            0.000000717        0.138765401                0.000796561             VM
1369           1            0.000000772        0.149330825                0.000857210             VM
1417          3           0.000002136          0.232370000                0.001567278             FX
1618           1            0.000000986        0.190753343                0.001094990             VM
1555           1            0.000001216        0.235310731                0.001350764             VM
1560           1            0.000001232        0.238423703                0.001368634             VM
1492           1            0.000001148        0.222177260                0.001275374             VM
1612           1            0.000000954        0.184676697                0.001060108             VM
864           1            0.000000721        0.139465123                0.000800578             VM
1493           1            0.000001249        0.241721182                0.001387563             VM
1354           1            0.000000781        0.151142099                0.000867608             VM
1570           1            0.000001222        0.236450984                0.001357310             VM
11895           1            0.000026033        5.038332277                0.028921758             VM
11896           1            0.000025983        5.028575132                0.028865749             VM
11888           1            0.000026139        5.058864316                0.029039619             VM
11887           1            0.000026703        5.168033136                0.029666285             VM
11891           1            0.000026095        5.050226438                0.028990035             VM
11894           1            0.000025983        5.028658130                0.028866225             VM
11890           1            0.000026225        5.075507754                0.029135158             VM
11893           1            0.000026088        5.048958272                0.028982755             VM
11892           1            0.000026210        5.072514646                0.029117976             VM
11889           1            0.000026069        5.045251842                0.028961479             VM
11897          3           0.000004715          0.541740000                0.003587488             FX
========================================================================
010_T31_C5_D71_VM3.txt	 5	 0.316716362072465	 7.996695	 0.000290	 54.924041
<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
1291           1            0.000000871        0.168543293                0.000967496             VM
751           1            0.000000873        0.168922605                0.000969674             VM
1359           1            0.000000617        0.119349229                0.000685106             VM
1417          3           0.000002136          0.232370000                0.001567278             FX
814           1            0.000000939        0.181744141                0.001043274             VM
1492           1            0.000001148        0.222177260                0.001275374             VM
1555           1            0.000001216        0.235310731                0.001350764             VM
1369           1            0.000000772        0.149330825                0.000857210             VM
1292           1            0.000000615        0.118932040                0.000682711             VM
1612           1            0.000000954        0.184676697                0.001060108             VM
1381           1            0.000000717        0.138765401                0.000796561             VM
1618           1            0.000000986        0.190753343                0.001094990             VM
1560           1            0.000001232        0.238423703                0.001368634             VM
864           1            0.000000721        0.139465123                0.000800578             VM
1582           1            0.000000912        0.176571943                0.001013584             VM
1493           1            0.000001249        0.241721182                0.001387563             VM
1354           1            0.000000781        0.151142099                0.000867608             VM
731           1            0.000001231        0.238258712                0.001367687             VM
1570           1            0.000001222        0.236450984                0.001357310             VM
1411          4           0.000004108          0.234470000                0.002068328             FX
11896           1            0.000025983        5.028575132                0.028865749             VM
11893           1            0.000026088        5.048958272                0.028982755             VM
11895           1            0.000026033        5.038332277                0.028921758             VM
11887           1            0.000026703        5.168033136                0.029666285             VM
11891           1            0.000026095        5.050226438                0.028990035             VM
11894           1            0.000025983        5.028658130                0.028866225             VM
11889           1            0.000026069        5.045251842                0.028961479             VM
11892           1            0.000026210        5.072514646                0.029117976             VM
11888           1            0.000026139        5.058864316                0.029039619             VM
11890           1            0.000026225        5.075507754                0.029135158             VM
11897          3           0.000004715          0.541740000                0.003587488             FX
========================================================================
010_T31_C5_D71_VM3.txt	 6	 0.316716362072465	 7.974465	 0.000290	 54.924041
<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
1359           1            0.000000617        0.119349229                0.000685106             VM
1292           1            0.000000615        0.118932040                0.000682711             VM
731           1            0.000001231        0.238258712                0.001367687             VM
1381           1            0.000000717        0.138765401                0.000796561             VM
1560           1            0.000001232        0.238423703                0.001368634             VM
1411          4           0.000004108          0.234470000                0.002068328             FX
1354           1            0.000000781        0.151142099                0.000867608             VM
814           1            0.000000939        0.181744141                0.001043274             VM
1492           1            0.000001148        0.222177260                0.001275374             VM
1618           1            0.000000986        0.190753343                0.001094990             VM
1369           1            0.000000772        0.149330825                0.000857210             VM
1570           1            0.000001222        0.236450984                0.001357310             VM
751           1            0.000000873        0.168922605                0.000969674             VM
1612           1            0.000000954        0.184676697                0.001060108             VM
1582           1            0.000000912        0.176571943                0.001013584             VM
1417          3           0.000002136          0.232370000                0.001567278             FX
1291           1            0.000000871        0.168543293                0.000967496             VM
864           1            0.000000721        0.139465123                0.000800578             VM
1493           1            0.000001249        0.241721182                0.001387563             VM
1555           1            0.000001216        0.235310731                0.001350764             VM
11894           1            0.000025983        5.028658130                0.028866225             VM
11887           1            0.000026703        5.168033136                0.029666285             VM
11891           1            0.000026095        5.050226438                0.028990035             VM
11888           1            0.000026139        5.058864316                0.029039619             VM
11892           1            0.000026210        5.072514646                0.029117976             VM
11890           1            0.000026225        5.075507754                0.029135158             VM
11896           1            0.000025983        5.028575132                0.028865749             VM
11893           1            0.000026088        5.048958272                0.028982755             VM
11889           1            0.000026069        5.045251842                0.028961479             VM
11895           1            0.000026033        5.038332277                0.028921758             VM
11897          3           0.000004715          0.541740000                0.003587488             FX
========================================================================
010_T31_C5_D71_VM3.txt	 7	 0.316716362072465	 8.004082	 0.000290	 54.924041
<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
1291           1            0.000000871        0.168543293                0.000967496             VM
1369           1            0.000000772        0.149330825                0.000857210             VM
1612           1            0.000000954        0.184676697                0.001060108             VM
1555           1            0.000001216        0.235310731                0.001350764             VM
1381           1            0.000000717        0.138765401                0.000796561             VM
1354           1            0.000000781        0.151142099                0.000867608             VM
1292           1            0.000000615        0.118932040                0.000682711             VM
751           1            0.000000873        0.168922605                0.000969674             VM
1560           1            0.000001232        0.238423703                0.001368634             VM
1359           1            0.000000617        0.119349229                0.000685106             VM
1417          3           0.000002136          0.232370000                0.001567278             FX
1618           1            0.000000986        0.190753343                0.001094990             VM
1570           1            0.000001222        0.236450984                0.001357310             VM
864           1            0.000000721        0.139465123                0.000800578             VM
1582           1            0.000000912        0.176571943                0.001013584             VM
814           1            0.000000939        0.181744141                0.001043274             VM
1493           1            0.000001249        0.241721182                0.001387563             VM
1492           1            0.000001148        0.222177260                0.001275374             VM
731           1            0.000001231        0.238258712                0.001367687             VM
1411          4           0.000004108          0.234470000                0.002068328             FX
11892           1            0.000026210        5.072514646                0.029117976             VM
11889           1            0.000026069        5.045251842                0.028961479             VM
11893           1            0.000026088        5.048958272                0.028982755             VM
11887           1            0.000026703        5.168033136                0.029666285             VM
11890           1            0.000026225        5.075507754                0.029135158             VM
11895           1            0.000026033        5.038332277                0.028921758             VM
11896           1            0.000025983        5.028575132                0.028865749             VM
11888           1            0.000026139        5.058864316                0.029039619             VM
11891           1            0.000026095        5.050226438                0.028990035             VM
11894           1            0.000025983        5.028658130                0.028866225             VM
11897          3           0.000004715          0.541740000                0.003587488             FX
========================================================================
010_T31_C5_D71_VM3.txt	 8	 0.316716362072465	 7.896114	 0.000290	 54.924041
<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
1359           1            0.000000617        0.119349229                0.000685106             VM
1369           1            0.000000772        0.149330825                0.000857210             VM
1292           1            0.000000615        0.118932040                0.000682711             VM
1291           1            0.000000871        0.168543293                0.000967496             VM
1555           1            0.000001216        0.235310731                0.001350764             VM
751           1            0.000000873        0.168922605                0.000969674             VM
1417          3           0.000002136          0.232370000                0.001567278             FX
1582           1            0.000000912        0.176571943                0.001013584             VM
731           1            0.000001231        0.238258712                0.001367687             VM
864           1            0.000000721        0.139465123                0.000800578             VM
1560           1            0.000001232        0.238423703                0.001368634             VM
1612           1            0.000000954        0.184676697                0.001060108             VM
1381           1            0.000000717        0.138765401                0.000796561             VM
1411          4           0.000004108          0.234470000                0.002068328             FX
1618           1            0.000000986        0.190753343                0.001094990             VM
814           1            0.000000939        0.181744141                0.001043274             VM
1493           1            0.000001249        0.241721182                0.001387563             VM
1492           1            0.000001148        0.222177260                0.001275374             VM
1354           1            0.000000781        0.151142099                0.000867608             VM
1570           1            0.000001222        0.236450984                0.001357310             VM
11888           1            0.000026139        5.058864316                0.029039619             VM
11890           1            0.000026225        5.075507754                0.029135158             VM
11889           1            0.000026069        5.045251842                0.028961479             VM
11891           1            0.000026095        5.050226438                0.028990035             VM
11893           1            0.000026088        5.048958272                0.028982755             VM
11896           1            0.000025983        5.028575132                0.028865749             VM
11895           1            0.000026033        5.038332277                0.028921758             VM
11894           1            0.000025983        5.028658130                0.028866225             VM
11892           1            0.000026210        5.072514646                0.029117976             VM
11887           1            0.000026703        5.168033136                0.029666285             VM
11897          3           0.000004715          0.541740000                0.003587488             FX
========================================================================
010_T31_C5_D71_VM3.txt	 9	 0.316716362072465	 7.831900	 0.000290	 54.924041
<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
751           1            0.000000873        0.168922605                0.000969674             VM
1417          3           0.000002136          0.232370000                0.001567278             FX
1359           1            0.000000617        0.119349229                0.000685106             VM
1582           1            0.000000912        0.176571943                0.001013584             VM
864           1            0.000000721        0.139465123                0.000800578             VM
1369           1            0.000000772        0.149330825                0.000857210             VM
1612           1            0.000000954        0.184676697                0.001060108             VM
1493           1            0.000001249        0.241721182                0.001387563             VM
1381           1            0.000000717        0.138765401                0.000796561             VM
1292           1            0.000000615        0.118932040                0.000682711             VM
1560           1            0.000001232        0.238423703                0.001368634             VM
1291           1            0.000000871        0.168543293                0.000967496             VM
814           1            0.000000939        0.181744141                0.001043274             VM
1555           1            0.000001216        0.235310731                0.001350764             VM
1354           1            0.000000781        0.151142099                0.000867608             VM
1570           1            0.000001222        0.236450984                0.001357310             VM
1492           1            0.000001148        0.222177260                0.001275374             VM
1618           1            0.000000986        0.190753343                0.001094990             VM
731           1            0.000001231        0.238258712                0.001367687             VM
1411          4           0.000004108          0.234470000                0.002068328             FX
11896           1            0.000025983        5.028575132                0.028865749             VM
11894           1            0.000025983        5.028658130                0.028866225             VM
11889           1            0.000026069        5.045251842                0.028961479             VM
11893           1            0.000026088        5.048958272                0.028982755             VM
11888           1            0.000026139        5.058864316                0.029039619             VM
11892           1            0.000026210        5.072514646                0.029117976             VM
11891           1            0.000026095        5.050226438                0.028990035             VM
11890           1            0.000026225        5.075507754                0.029135158             VM
11895           1            0.000026033        5.038332277                0.028921758             VM
11887           1            0.000026703        5.168033136                0.029666285             VM
11897          3           0.000004715          0.541740000                0.003587488             FX
========================================================================
010_T31_C5_D71_VM3.txt	 10	 0.316716362072465	 7.909546	 0.000290	 54.924041
<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
1292           1            0.000000615        0.118932040                0.000682711             VM
1359           1            0.000000617        0.119349229                0.000685106             VM
1560           1            0.000001232        0.238423703                0.001368634             VM
1582           1            0.000000912        0.176571943                0.001013584             VM
1291           1            0.000000871        0.168543293                0.000967496             VM
751           1            0.000000873        0.168922605                0.000969674             VM
814           1            0.000000939        0.181744141                0.001043274             VM
1381           1            0.000000717        0.138765401                0.000796561             VM
1369           1            0.000000772        0.149330825                0.000857210             VM
1417          3           0.000002136          0.232370000                0.001567278             FX
1618           1            0.000000986        0.190753343                0.001094990             VM
864           1            0.000000721        0.139465123                0.000800578             VM
1493           1            0.000001249        0.241721182                0.001387563             VM
1555           1            0.000001216        0.235310731                0.001350764             VM
1492           1            0.000001148        0.222177260                0.001275374             VM
1612           1            0.000000954        0.184676697                0.001060108             VM
1354           1            0.000000781        0.151142099                0.000867608             VM
731           1            0.000001231        0.238258712                0.001367687             VM
1570           1            0.000001222        0.236450984                0.001357310             VM
1411          4           0.000004108          0.234470000                0.002068328             FX
11887           1            0.000026703        5.168033136                0.029666285             VM
11896           1            0.000025983        5.028575132                0.028865749             VM
11894           1            0.000025983        5.028658130                0.028866225             VM
11893           1            0.000026088        5.048958272                0.028982755             VM
11895           1            0.000026033        5.038332277                0.028921758             VM
11889           1            0.000026069        5.045251842                0.028961479             VM
11892           1            0.000026210        5.072514646                0.029117976             VM
11890           1            0.000026225        5.075507754                0.029135158             VM
11891           1            0.000026095        5.050226438                0.028990035             VM
11888           1            0.000026139        5.058864316                0.029039619             VM
11897          3           0.000004715          0.541740000                0.003587488             FX
========================================================================
