
Max Financial Cost: 0.031398

Max Runtime:        1816.893422

                          GRASP-VND            Flexe

Custo Financeiro Melhor:  0.004723           0.012730

Tempo Melhor:             878.029168           889.672201

Custo Normalizado Melhor: 0.466617           0.485455

Custo Normalizado Médio:  0.466617           0.487404

Tempo CPU Médio:          1219.932837 	  

===============================================GRASP-VND===================================================

<task_id>	 <FX/VM id>	    <Custo_fin>	      <Tempo_workflow>	          <Custo_normalizado>
26           2            0.000002637        0.127576651                0.000070905             VM
736           2            0.000002873        0.139029911                0.000077270             VM
25           2            0.000002583        0.124984080                0.000069464             VM
29           2            0.000002580        0.124814847                0.000069370             VM
33           2            0.000002553        0.123510043                0.000068645             VM
2           2            0.000002553        0.123543393                0.000068663             VM
735           2            0.000002749        0.133004545                0.000073922             VM
734           2            0.000002695        0.130406037                0.000072477             VM
35           2            0.000003240        0.156785200                0.000087138             VM
40           2            0.000002542        0.123005672                0.000068364             VM
1           1            0.000001181        0.228660311                0.000121441             VM
733           2            0.000002726        0.131899300                0.000073307             VM
740           2            0.000002673        0.129333615                0.000071881             VM
752           2            0.000003092        0.149609323                0.000083150             VM
861           1            0.000001612        0.311983451                0.000165694             VM
731           2            0.000002494        0.120695790                0.000067081             VM
754           2            0.000004249        0.205571581                0.000114253             VM
755           2            0.000002796        0.135276076                0.000075184             VM
10           2            0.000002393        0.115765755                0.000064341             VM
737           2            0.000002643        0.127900250                0.000071085             VM
38           2            0.000002871        0.138931965                0.000077216             VM
37           2            0.000002760        0.133537074                0.000074217             VM
813           1            0.000001660        0.321325256                0.000170655             VM
9           2            0.000002682        0.129794257                0.000072137             VM
804          5           0.000007752          0.226570000                0.000130812             FX
36           2            0.000002836        0.137238819                0.000076275             VM
814          5           0.000008916          0.261490000                0.000150924             FX
28           2            0.000002993        0.144833406                0.000080496             VM
807          4           0.000004818          0.277080000                0.000152549             FX
30           2            0.000002437        0.117932400                0.000065545             VM
856           1            0.000001644        0.318165451                0.000168977             VM
24           2            0.000003093        0.149656051                0.000083176             VM
739           2            0.000002794        0.135208674                0.000075147             VM
854           1            0.000001627        0.314898088                0.000167242             VM
738           2            0.000003094        0.149690607                0.000083195             VM
27           2            0.000002728        0.132016133                0.000073372             VM
816          5           0.000007955          0.232650000                0.000134314             FX
863           1            0.000001617        0.312861457                0.000166160             VM
39           2            0.000002523        0.122087813                0.000067854             VM
23           2            0.000002953        0.142898124                0.000079420             VM
852           1            0.000001694        0.327801308                0.000174095             VM
865           1            0.000001606        0.310811495                0.000165072             VM
811          4           0.000004882          0.280930000                0.000154665             FX
812          5           0.000008831          0.258920000                0.000149444             FX
803          5           0.000007650          0.223490000                0.000129038             FX
732           2            0.000002612        0.126386154                0.000070243             VM
758          3           0.000003192          0.359040000                0.000192815             FX
858           1            0.000001644        0.318184785                0.000168988             VM
753           2            0.000002883        0.139511805                0.000077538             VM
808          5           0.000008182          0.239460000                0.000138236             FX
760          5           0.000011149          0.328480000                0.000189507             FX
864           1            0.000001625        0.314572654                0.000167069             VM
866           1            0.000001635        0.316510624                0.000168098             VM
806          5           0.000008649          0.253470000                0.000146305             FX
809          5           0.000009832          0.288960000                0.000166746             FX
860           1            0.000001594        0.308578842                0.000163886             VM
802          5           0.000007554          0.220630000                0.000127391             FX
751           2            0.000002743        0.132727142                0.000073767             VM
862           1            0.000001618        0.313225976                0.000166354             VM
855           1            0.000001612        0.311934959                0.000165668             VM
853           1            0.000001625        0.314527904                0.000167045             VM
34           2            0.000002453        0.118703496                0.000065973             VM
756           1            0.000001809        0.350142399                0.000185960             VM
815          4           0.000005227          0.301590000                0.000166016             FX
859           1            0.000001700        0.328919303                0.000174689             VM
805          4           0.000004603          0.264200000                0.000145473             FX
759          3           0.000003115          0.349740000                0.000187828             FX
857           1            0.000001985        0.384130375                0.000204011             VM
757          3           0.000003137          0.352380000                0.000189244             FX
810          4           0.000004890          0.281400000                0.000154923             FX
3375           1            0.000126640        24.509341966                0.013016881             VM
3373           1            0.000126618        24.505180327                0.013014671             VM
3387           1            0.000126731        24.527005945                0.013026263             VM
3358           1            0.000125858        24.358128777                0.012936572             VM
3376           1            0.000126627        24.506915945                0.013015593             VM
3378           1            0.000126577        24.497288903                0.013010480             VM
3385           1            0.000126641        24.509628832                0.013017034             VM
3371           1            0.000127428        24.661861940                0.013097884             VM
3372           1            0.000126736        24.527974134                0.013026777             VM
3391           1            0.000126653        24.511955718                0.013018269             VM
3363           1            0.000127912        24.755514506                0.013147623             VM
3370           1            0.000126715        24.523901226                0.013024614             VM
3367           1            0.000127216        24.620954067                0.013076158             VM
3386           1            0.000126942        24.567907462                0.013047985             VM
3369           1            0.000127608        24.696805450                0.013116443             VM
3368           1            0.000127142        24.606464812                0.013068463             VM
3362           1            0.000128151        24.801763918                0.013172186             VM
3361           1            0.000127959        24.764718561                0.013152511             VM
3380           1            0.000126636        24.508614035                0.013016495             VM
3374           1            0.000126605        24.502593845                0.013013297             VM
3377           1            0.000126657        24.512624041                0.013018624             VM
3389           1            0.000126639        24.509214384                0.013016813             VM
3382           1            0.000126590        24.499739946                0.013011782             VM
3390           1            0.000126608        24.503222492                0.013013631             VM
